Name,Size,Type,Alignment,AC,HP,Speed,Challenge_Rating,XP,STR,STR_Mod,DEX,DEX_Mod,CON,CON_Mod,INT,INT_Mod,WIS,WIS_Mod,CHA,CHA_Mod,Saving_Throws,Skills,Passive_Perception,Senses,Languages,Vulnerabilities,Damage_Vulnerabilities,Resistances,Immunities,Condition_Immunities,Habitat,Treasure,Gear,Traits,Actions,Reactions,Bonus_Actions,Legendary_Actions,Legendary_Actions_Num,Legendary_Actions_Desc,Source_Name,Image_URL
Wight,Medium,undead,Neutral Evil,14 (Studded Leather),45 (6d8+18),30 ft.,3,700,15,+2,14,+2,16,+3,10,+0,13,+1,15,+2,,"Perception +3, Stealth +4",13,Darkvision 60 Ft.,The Languages It Knew In Life,,,"necrotic; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks That Aren't Silvered",poison,"exhaustion, poisoned",,,,"Sunlight Sensitivity: While in sunlight, the wight has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.","Multiattack: The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack. | Life Drain: The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time | Longsword: two handed | Longsword: one handed | Longbow: ",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116912/KYEPasQyMGxuSjhnhEycWg/original.png
Will-o'-Wisp,Tiny,undead,Chaotic Evil,19,22,"0 ft., fly 50 ft. (hover)",2,450,1,-5,28,+9,10,+0,13,+1,14,+2,11,+0,,,12,Darkvision 120 ft.,the languages it knew in life,,,"Acid, Cold, Fire, Necrotic, Thunder; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks","Lightning, Poison","Exhaustion, Grappled, Paralyzed, Poisoned, Prone, Restrained, Unconscious",,,,"Consume Life: As a bonus action, the will-o’-wisp can target one creature it can see within 5 feet of it that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw against this magic or die. If the target dies, the will-o’-wisp regains 10 (3d6) hit points. | Ephemeral: The will-o’-wisp can’t wear or carry anything. | Incorporeal Movement: The will-o’-wisp can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. | Variable Illumination: The will-o’-wisp sheds bright light in a 5- to 20-foot radius and dim light for an additional number of feet equal to the chosen radius. The will-o’-wisp can alter the radius as a bonus action.","Shock:  | Invisibility: The will-o’-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116917/ccqnqbTvEK1stzAwMuyYEw/original.png
Winter Wolf,Large,monstrosity,Neutral Evil,13 (Natural Armor),75 (10d10+20),50 ft.,3,700,18,+4,13,+1,14,+2,7,-2,12,+1,8,-1,,"Perception +5, Stealth +3",15,,"Common, Giant, Winter Wolf",,,,Cold,,,,,Keen Hearing and Smell: The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics: The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated. | Snow Camouflage: The wolf has advantage on Dexterity (Stealth) checks made to hide in snowy terrain.,"Bite: If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone | Cold Breath (Recharge 5-6): The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116926/lokIDnT98-C5Pz_TqRsSIQ/original.png
Wolf,Medium,beast,Unaligned,13 (Natural Armor),11 (2d8+2),40 ft.,1/4,50,12,+1,15,+2,12,+1,3,-4,12,+1,6,-2,,"Perception +3, Stealth +4",13,,,,,,,,,,,Keen Hearing and Smell: The wolf has advantage on Wisdom (Perception) checks that rely on hearing or smell. | Pack Tactics: The wolf has advantage on an attack roll against a creature if at least one of the wolf's allies is within 5 ft. of the creature and the ally isn't incapacitated.,"Bite: If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116931/NRBle2scKhQmU-q0EHskPw/original.png
Worg,Large,monstrosity,Neutral Evil,13 (Natural Armor),26 (4d10+4),50 ft.,1/2,100,16,+3,13,+1,13,+1,7,-2,11,+0,8,-1,,Perception +4,14,Darkvision 60 Ft.,"Goblin, Worg",,,,,,,,,Keen Hearing and Smell: The worg has advantage on Wisdom (Perception) checks that rely on hearing or smell.,"Bite: If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390116937/0GPwMixxySUDx9x_28NFHQ/original.png
Wraith,Medium,undead,Neutral Evil,13,67 (9d8+27),"0 ft., fly 60 ft. (hover)",5,"1,800",6,-2,16,+3,16,+3,12,+1,14,+2,15,+2,,,12,Darkvision 60 Ft.,The Languages It Knew In Life,,,"Acid, Cold, Fire, Lightning, Thunder; Bludgeoning, Piercing, and Slashing From Nonmagical Attacks That Aren't Silvered","Necrotic, Poison","Charmed, Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained",,,,"Incorporeal Movement: The wraith can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object. | Sunlight Sensitivity: While in sunlight, the wraith has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.",Life Drain: The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0 | Create Specter: The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117073/poQgjCUzJkNWotpSIApaWg/original.png
Wyvern,Large,dragon,Unaligned,13 (Natural Armor),110 (13d10+39),"20 ft., fly 80 ft.",6,"2,300",19,+4,10,+0,16,+3,5,-3,12,+1,6,-2,,Perception +4,14,Darkvision 60 Ft.,,,,,,,,,,,"Multiattack: The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack. | Bite:  | Claws:  | Stinger: The target must make a DC 15 Constitution saving throw, taking the poison damage on a failed save, or half as much damage on a successful one.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117080/FE001b58oBrqBbMBxXwIOg/original.png
Xorn,Medium,elemental,Neutral,19 (Natural Armor),73 (7d8+42),"20 ft., burrow 20 ft.",5,"1,800",17,+3,10,+0,22,+6,11,+0,10,+0,11,+0,,"Perception +6, Stealth +3",16,"Darkvision 60 Ft., Tremorsense 60 Ft.",Terran,,,Piercing And Slashing From Nonmagical Weapons That Aren't Adamantine,,,,,,"Earth Glide: The xorn can burrow through nonmagical, unworked earth and stone. While doing so, the xorn doesn't disturb the material it moves through. | Stone Camouflage: The xorn has advantage on Dexterity (Stealth) checks made to hide in rocky terrain. | Treasure Sense: The xorn can pinpoint, by scent, the location of precious metals and stones, such as coins and gems, within 60 ft. of it.",Multiattack: The xorn makes three claw attacks and one bite attack. | Bite:  | Claw: ,,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117088/ckkcPG7JdovKIoH9Qdd0Qg/original.png
Young Black Dragon,Large,dragon,Chaotic Evil,18 (Natural Armor),127 (15d10+45),"40 ft., fly 80 ft., swim 40 ft.",7,"2,900",19,+4,14,+2,17,+3,12,+1,11,+0,15,+2,"Dex +5, Con +6, Wis +3, Cha +5","Perception +6, Stealth +5",16,"Blindsight 30 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Acid,,,,,Amphibious: The dragon can breathe air and water.,"Multiattack: The dragon makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Acid Breath (Recharge 5-6): The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117091/IYolZZ6GvNeki1_--q4Vxg/original.png
Young Blue Dragon,Large,dragon,Lawful Evil,18 (Natural Armor),152 (16d10+64),"40 ft., burrow 20 ft., fly 80 ft.",9,"5,000",21,+5,10,+0,19,+4,14,+2,13,+1,17,+3,"Dex +4, Con +8, Wis +5, Cha +7","Perception +9, Stealth +4",19,"Blindsight 30 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Lightning,,,,,,"Multiattack: The dragon makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Lightning Breath (Recharge 5-6): The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117096/EDWal9Hg57aLNlvg1FL0cw/original.png
Young Brass Dragon,Large,dragon,Chaotic Good,17 (Natural Armor),110 (13d10+39),"40 ft., burrow 20 ft., fly 80 ft.",6,"2,300",19,+4,10,+0,17,+3,12,+1,11,+0,15,+2,"Dex +3, Con +6, Wis +3, Cha +5","Perception +6, Persuasion +5, Stealth +3",16,"Blindsight 30 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Fire,,,,,,"Multiattack: The dragon makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Fire Breath. The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one. Sleep Breath. The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117100/xboLyksH7tI-VCtHKZ1fdA/original.png
Young Bronze Dragon,Large,dragon,Lawful Good,18 (Natural Armor),142 (15d10+60),"40 ft., fly 80 ft., swim 40 ft.",8,"3,900",21,+5,10,+0,19,+4,14,+2,13,+1,17,+3,"Dex +3, Con +7, Wis +4, Cha +6","Insight +4, Perception +7, Stealth +3",17,"Blindsight 30 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Lightning,,,,,Amphibious: The dragon can breathe air and water.,"Multiattack: The dragon makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Lightning Breath. The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one. Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117108/avdgBxYndePX0UQzSSFw8g/original.png
Young Copper Dragon,Large,dragon,Chaotic Good,17 (Natural Armor),119 (14d10+42),"40 ft., climb 40 ft., fly 80 ft.",7,"2,900",19,+4,12,+1,17,+3,16,+3,13,+1,15,+2,"Dex +4, Con +6, Wis +4, Cha +5","Deception +5, Perception +7, Stealth +4",17,"Blindsight 30 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Acid,,,,,,"Multiattack: The dragon makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Acid Breath. The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 40 (9d8) acid damage on a failed save, or half as much damage on a successful one. Slowing Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117116/tnNFz4obdNco3CzL_9K1ig/original.png
Young Gold Dragon,Large,dragon,Lawful Good,18 (Natural Armor),178 (17d10+85),"40 ft., fly 80 ft., swim 40 ft.",10,"5,900",23,+6,14,+2,21,+5,16,+3,13,+1,20,+5,"Dex +6, Con +9, Wis +5, Cha +9","Insight +5, Perception +9, Persuasion +9, Stealth +6",19,"Blindsight 30 Ft., Darkvision 120 Ft.","Common, Draconic",,,,Fire,,,,,Amphibious: The dragon can breathe air and water.,"Multiattack: The dragon makes three attacks: one with its bite and two with its claws. | Bite:  | Claw:  | Breath Weapons (Recharge 5-6): The dragon uses one of the following breath weapons. Fire Breath. The dragon exhales fire in a 30-foot cone. Each creature in that area must make a DC 17 Dexterity saving throw, taking 55 (10d10) fire damage on a failed save, or half as much damage on a successful one. Weakening Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 17 Strength saving throw or have disadvantage on Strength-based attack rolls, Strength checks, and Strength saving throws for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,Free Basic Rules (2014),https://files.d20.io/images/390117120/lY9E0cXk4DOKQpAUrAfVtg/original.png
