Name,CR,actual_hp,predicted_hp,hp_error,hp_error_pct,hp_baseline,feature_hp,feature_dpr,feature_ac,feature_attack,hp_after_phase2,hp_after_resist_immun_penalty,resist_immun_resistance_penalty,resist_immun_immunity_penalty,resist_immun_total_penalty,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,phase2_ac_deviation_contribution,phase2_attack_deviation_contribution,phase2_dpr_deviation_contribution,phase2_save_dc_deviation_contribution,phase2_has_advantage_condition_contribution,phase2_has_disadvantage_condition_contribution,phase2_has_attackers_advantage_contribution,phase2_inflicts_prone_contribution,phase2_total_contribution,has_legendary_resistance_scaled,has_regeneration_scaled,vulnerability_count,legendary_actions_per_round,has_spellcasting,size_ordinal_deviation,has_grapple,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,phase3_has_legendary_resistance_scaled,phase3_has_regeneration_scaled,phase3_vulnerability_count,phase3_legendary_actions_per_round,phase3_has_spellcasting,phase3_size_ordinal_deviation,phase3_has_grapple,phase3_inflicts_poisoned,phase3_inflicts_blinded,phase3_inflicts_charmed,phase3_inflicts_deafened,phase3_inflicts_frightened,phase3_inflicts_incapacitated,phase3_inflicts_paralyzed,phase3_inflicts_petrified,phase3_inflicts_restrained,phase3_inflicts_stunned,phase3_intercept,phase3_total_contribution
Archmage,12.0,99,79.6964668607055,-19.3035331392945,-19.498518322519697,210.0,0.0,0.0,5,0,120.75,113.203125,7.546875,0.0,7.546875,0.0,-3.0,67.0,0.0,1,0,0,0,-0.0,15.0,-100.5,-0.0,-3.75,0.0,0.0,-0.0,-89.25,0.0,0.0,0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,0.0,-18.002626173476497,-15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-33.5066581392945
Erinyes,12.0,153,153.00000721295316,7.21295316452597e-06,4.714348473546386e-06,210.0,0.0,0.0,4,0,231.5,217.03125,14.46875,0.0,14.46875,5.0,-1.0,-11.0,-3.0,0,0,0,0,-22.5,5.0,16.5,22.5,-0.0,0.0,0.0,-0.0,21.5,0.0,0.0,0,0,0,-1.0,0,1,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,0.0,-0.0,-15.504031965818008,-0.0,-48.52721082122884,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-64.03124278704685
Storm Giant,13.0,230,241.5014057923415,11.501405792341501,5.0006112140615215,222.0,0.0,0.0,2,0,244.0,244.0,0.0,0.0,0.0,0.0,4.0,-23.0,-1.0,0,0,0,0,-0.0,-20.0,34.5,7.5,-0.0,0.0,0.0,-0.0,22.0,0.0,0.0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,0.0,-18.002626173476497,15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-2.4985942076584884
Rakshasa,13.0,110,110.00019447953434,0.0001944795343433725,0.0001767995766757932,222.0,0.0,0.0,0,0,343.5,300.5625,0.0,42.9375,42.9375,-2.0,-3.0,-65.0,0.0,0,0,0,0,9.0,15.0,97.5,-0.0,-0.0,0.0,0.0,-0.0,121.5,0.0,0.0,1,0,1,-1.0,0,0,0,1,0,0,0,0,0,0,0,-0.0,0.0,69.82031937871345,0.0,-18.002626173476497,-15.504031965818008,-0.0,-0.0,-0.0,-226.87596675988462,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-190.56230552046569
Adult White Dragon,13.0,200,200.75873341285342,0.7587334128534167,0.37936670642670833,222.0,90.0,20.166666666666668,2,0,112.125,112.125,0.0,0.0,0.0,2.0,1.0,-2.3333333333333286,1.0,0,0,0,1,-9.0,-5.0,3.499999999999993,-7.5,-0.0,0.0,0.0,-1.875,-19.875000000000007,112.125,0.0,0,3,0,1.0,0,0,0,0,0,1,0,0,0,0,0,-17.138667895932674,0.0,0.0,146.03462103121691,-0.0,15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,88.63373341285342
Nalfeshnee,13.0,184,183.99937331175119,-0.000626688248814844,-0.00034059143957328473,222.0,0.0,0.0,4,0,255.75,239.765625,15.984375,0.0,15.984375,4.0,0.0,-19.5,-3.0,0,0,0,0,-18.0,-0.0,29.25,22.5,-0.0,0.0,0.0,-0.0,33.75,0.0,0.0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-55.76625168824881
Adult Brass Dragon,13.0,172,212.19521487019932,40.19521487019932,23.36931097104612,222.0,90.0,15.666666666666666,2,0,125.625,125.625,0.0,0.0,0.0,2.0,1.0,-11.333333333333343,1.0,0,0,0,1,-9.0,-5.0,17.000000000000014,-7.5,-0.0,0.0,0.0,-1.875,-6.374999999999986,125.625,0.0,0,3,0,1.0,0,0,0,0,0,1,0,0,0,0,0,-19.20218643858678,0.0,0.0,146.03462103121691,-0.0,15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,86.57021487019932
Vampire,13.0,144,144.00016932599078,0.00016932599078245403,0.0001175874935989264,222.0,150.0,0.0,2,0,174.5,163.59375,10.90625,0.0,10.90625,0.0,-1.0,-65.0,0.0,0,0,0,0,-0.0,5.0,97.5,-0.0,-0.0,0.0,0.0,-0.0,102.5,163.59375,163.59375,0,3,0,-1.0,1,0,0,1,0,0,1,1,0,1,0,-25.00583233980144,134.45107849022435,0.0,146.03462103121691,-0.0,-15.504031965818008,-3.1175378487120673,-0.0,-0.0,-226.87596675988462,-0.0,-0.0,-24.402124206703135,0.0,-0.0,-5.173787074531184,-0.0,0.0,-19.593580674009196
Adult Copper Dragon,14.0,184,206.8569441997999,22.856944199799898,12.422252282499944,234.0,90.0,21.666666666666668,2,0,137.625,137.625,0.0,0.0,0.0,2.0,1.0,-11.333333333333329,1.0,0,0,0,1,-9.0,-5.0,16.999999999999993,-7.5,-0.0,0.0,0.0,-1.875,-6.375000000000007,137.625,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-21.036425143168202,0.0,0.0,146.03462103121691,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,69.2319441997999
Adult Black Dragon,14.0,195,199.23262322823598,4.23262322823598,2.1705760144799897,234.0,90.0,20.166666666666668,2,0,128.625,128.625,0.0,0.0,0.0,3.0,1.0,-8.333333333333329,1.0,0,0,0,1,-13.5,-5.0,12.499999999999993,-7.5,-0.0,0.0,0.0,-1.875,-15.375000000000007,128.625,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-19.66074611473213,0.0,0.0,146.03462103121691,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,70.60762322823598
Ice Devil,14.0,180,170.32821882747885,-9.67178117252115,-5.37321176251175,234.0,0.0,0.0,4,0,258.75,210.234375,16.171875,32.34375,48.515625,4.0,0.0,-23.5,-1.0,0,0,0,0,-18.0,-0.0,35.25,7.5,-0.0,0.0,0.0,-0.0,24.75,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,1,0,0,0,0,-0.0,0.0,0.0,0.0,-0.0,-15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-24.402124206703135,0.0,-0.0,-0.0,-0.0,0.0,-39.90615617252114
Mummy Lord,15.0,97,96.99993918982088,-6.081017912151765e-05,-6.269090631084294e-05,246.0,0.0,0.0,6,0,262.875,230.015625,0.0,32.859375,32.859375,5.0,-1.0,-20.0,-1.0,1,1,0,1,-22.5,5.0,30.0,7.5,-3.75,2.5,0.0,-1.875,16.875,0.0,0.0,1,3,1,-2.0,1,0,1,0,0,1,0,1,1,1,1,-0.0,0.0,69.82031937871345,146.03462103121691,-18.002626173476497,-31.008063931636016,-3.1175378487120673,-0.0,-0.3766729822544173,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-117.7128432606253,-5.173787074531184,-117.71284326062519,0.0,-133.01568581017915
Adult Green Dragon,15.0,207,213.21054500943652,6.210545009436515,3.0002632895828576,246.0,90.0,20.666666666666668,2,0,145.125,145.125,0.0,0.0,0.0,3.0,1.0,-11.333333333333329,1.0,0,0,0,1,-13.5,-5.0,16.999999999999993,-7.5,-0.0,0.0,0.0,-1.875,-10.875000000000007,145.125,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-22.182824333531588,0.0,0.0,146.03462103121691,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,68.08554500943652
Purple Worm,15.0,247,237.3285719090324,-9.671428090967595,-3.915557931565828,246.0,0.0,0.0,0,0,227.375,227.375,0.0,0.0,0.0,0.0,-1.0,-0.5,3.0,0,0,0,1,-0.0,5.0,0.75,-22.5,-0.0,0.0,0.0,-1.875,-18.625,0.0,0.0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,0.0,-0.0,15.504031965818008,-0.0,-0.0,-0.3766729822544173,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-5.173787074531184,-0.0,0.0,9.953571909032407
Adult Bronze Dragon,15.0,212,196.26760951707223,-15.73239048292777,-7.420938907041401,246.0,90.0,28.666666666666668,2,0,125.125,125.125,0.0,0.0,0.0,3.0,2.0,-6.333333333333329,2.0,0,0,0,1,-13.5,-10.0,9.499999999999993,-15.0,-0.0,0.0,0.0,-1.875,-30.875000000000007,125.125,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-19.125759825895884,0.0,0.0,146.03462103121691,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,71.14260951707223
Marilith,16.0,189,210.11089311093875,21.110893110938747,11.169784714782406,258.0,0.0,0.0,4,0,249.5,233.90625,15.59375,0.0,15.59375,4.0,-1.0,-8.0,1.0,0,0,0,0,-18.0,5.0,12.0,-7.5,-0.0,0.0,0.0,-0.0,-8.5,0.0,0.0,0,0,0,-1.0,1,0,0,0,0,0,0,0,0,1,0,-0.0,0.0,0.0,0.0,-0.0,-15.504031965818008,-3.1175378487120673,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-5.173787074531184,-0.0,0.0,-23.79535688906126
Planetar,16.0,200,181.8839668607055,-18.1160331392945,-9.05801656964725,258.0,0.0,0.0,4,0,229.75,215.390625,14.359375,0.0,14.359375,5.0,2.0,-13.666666666666671,2.0,1,1,0,0,-22.5,-10.0,20.500000000000007,-15.0,-3.75,2.5,0.0,-0.0,-28.249999999999993,0.0,0.0,0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,0.0,-18.002626173476497,-15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-33.5066581392945
Iron Golem,16.0,210,226.870968034182,16.870968034182,8.03379430199143,258.0,0.0,14.333333333333334,2,0,277.0,242.375,0.0,34.625,34.625,4.0,3.0,-39.666666666666664,1.0,0,0,0,0,-18.0,-15.0,59.5,-7.5,-0.0,0.0,0.0,-0.0,19.0,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,0.0,0.0,-0.0,-15.504031965818008,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-15.504031965818008
Adult Silver Dragon,16.0,243,200.07977000285416,-42.92022999714584,-17.66264608936043,258.0,90.0,22.333333333333332,2,0,129.625,129.625,0.0,0.0,0.0,3.0,3.0,-14.666666666666671,4.0,0,0,0,1,-13.5,-15.0,22.000000000000007,-30.0,-0.0,0.0,0.0,-1.875,-38.37499999999999,129.625,0.0,0,3,0,0.0,0,0,0,0,0,1,0,1,0,0,0,-19.81359934011392,0.0,0.0,146.03462103121691,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,70.45477000285419
Adult Blue Dragon,16.0,225,209.39838452365456,-15.601615476345444,-6.934051322820197,258.0,90.0,26.833333333333332,2,0,140.625,140.625,0.0,0.0,0.0,3.0,2.0,-8.666666666666671,2.0,0,0,0,1,-13.5,-10.0,13.000000000000007,-15.0,-0.0,0.0,0.0,-1.875,-27.374999999999993,140.625,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,-21.494984819313558,0.0,0.0,146.03462103121691,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-55.76625168824881,-0.0,0.0,-0.0,-0.0,-0.0,0.0,68.77338452365456
Adult Red Dragon,17.0,256,298.31942673132517,42.319426731325166,16.531026066923893,270.0,120.0,23.333333333333332,2,0,114.39583333333334,114.39583333333334,0.0,0.0,0.0,2.0,3.0,-12.666666666666671,3.0,0,0,0,1,-12.0,-19.5,25.333333333333343,-27.0,-0.0,0.0,0.0,-2.4375,-35.60416666666666,114.39583333333334,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,131.84256418349594,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.92359339799182
Adult Gold Dragon,17.0,256,309.7994904290684,53.799490429068385,21.015425948854837,270.0,120.0,27.666666666666668,2,0,119.72916666666666,119.72916666666666,0.0,0.0,0.0,2.0,3.0,-15.333333333333329,3.0,0,0,0,1,-12.0,-19.5,30.666666666666657,-27.0,-0.0,0.0,0.0,-2.4375,-30.270833333333343,119.72916666666666,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,137.98929454790584,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.07032376240173
Dragon Turtle,17.0,341,220.16851028562382,-120.83148971437618,-35.434454461693896,270.0,0.0,6.333333333333333,2,0,258.89583333333337,258.89583333333337,0.0,0.0,0.0,3.0,2.0,-15.666666666666671,1.0,0,0,0,1,-18.0,-13.0,31.333333333333343,-9.0,-0.0,0.0,0.0,-2.4375,-11.104166666666657,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,0.0,-0.0,-38.72732304770956,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.72732304770956
Androsphinx,17.0,199,198.99997886964846,-2.1130351541387427e-05,-1.0618267106224838e-05,270.0,0.0,0.0,2,0,416.0625,390.05859375,0.0,26.00390625,26.00390625,0.0,1.0,-73.0,-1.0,0,0,0,1,-0.0,-6.5,146.0,9.0,-0.0,0.0,0.0,-2.4375,146.0625,0.0,0.0,0,3,1,-1.0,0,0,0,0,1,1,0,1,0,1,0,0.0,-0.0,-0.0,52.08102921449588,-70.31911170184173,38.72732304770956,0.0,0.0,0.0,-0.0,-211.5478554407152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-191.0586148803515
Balor,19.0,262,358.5,96.5,36.83206106870229,294.0,0.0,0.0,4,0,358.5,358.5,0.0,0.0,0.0,4.0,3.0,-58.5,1.0,0,0,0,0,-24.0,-19.5,117.0,-9.0,-0.0,0.0,0.0,-0.0,64.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pit Fiend,20.0,300,238.9082113458678,-61.09178865413219,-20.363929551377396,306.0,0.0,0.0,4,0,270.5,270.5,0.0,0.0,0.0,4.0,3.0,-13.0,2.0,0,0,0,0,-24.0,-19.5,26.0,-18.0,-0.0,0.0,0.0,-0.0,-35.5,0.0,0.0,0,0,1,-1.0,0,1,0,0,0,1,1,1,0,0,0,0.0,-0.0,-0.0,0.0,-70.31911170184173,38.72732304770956,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.591788654132174
Ancient White Dragon,20.0,333,370.0877167743945,37.087716774394494,11.13745248480315,306.0,120.0,28.666666666666668,2,0,165.72916666666666,165.72916666666666,0.0,0.0,0.0,3.0,3.0,-23.33333333333333,3.0,0,0,0,1,-18.0,-19.5,46.66666666666666,-27.0,-0.0,0.0,0.0,-2.4375,-20.270833333333343,165.72916666666666,0.0,0,3,0,1.0,0,0,0,0,0,1,0,0,0,0,0,191.00484394094156,-0.0,-0.0,52.08102921449588,-0.0,-38.72732304770956,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.35855010772786
Ancient Brass Dragon,20.0,297,441.83811488529,144.83811488529,48.76704204891919,306.0,120.0,21.0,2,0,199.0625,199.0625,0.0,0.0,0.0,3.0,3.0,-40.0,3.0,0,0,0,1,-18.0,-19.5,80.0,-27.0,-0.0,0.0,0.0,-2.4375,13.0625,199.0625,0.0,0,3,0,1.0,0,0,0,0,0,1,0,0,0,0,0,229.42190871850366,-0.0,-0.0,52.08102921449588,-0.0,-38.72732304770956,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.77561488529
Solar,21.0,243,304.0915636080733,61.09156360807327,25.14056115558571,318.0,0.0,0.0,4,0,244.875,244.875,0.0,0.0,0.0,6.0,3.0,-19.0,6.0,1,1,0,0,-36.0,-19.5,38.0,-54.0,-4.875,3.25,0.0,-0.0,-73.125,0.0,0.0,0,3,1,-2.0,0,0,1,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,52.08102921449588,-70.31911170184173,77.45464609541912,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.216563608073265
Lich,21.0,135,135.00009951886176,9.951886175940672e-05,7.371767537733831e-05,318.0,120.0,0.0,7,0,155.0,145.3125,0.0,9.6875,9.6875,5.0,0.0,2.0,1.0,0,0,0,0,-30.0,-0.0,-4.0,-9.0,-0.0,0.0,0.0,-0.0,-43.0,145.3125,0.0,0,3,1,-3.0,0,0,0,1,0,1,0,1,0,0,0,167.47439176468478,-0.0,-0.0,52.08102921449588,-70.31911170184173,116.1819691431287,0.0,0.0,0.0,-275.73067890160587,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.31240048113824
Ancient Black Dragon,21.0,367,429.62265527426376,62.622655274263764,17.0633938077013,318.0,120.0,25.333333333333332,2,0,175.39583333333334,175.39583333333334,0.0,0.0,0.0,5.0,3.0,-32.66666666666667,4.0,0,0,0,1,-30.0,-19.5,65.33333333333334,-36.0,-0.0,0.0,0.0,-2.4375,-22.604166666666657,175.39583333333334,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,202.14579272643454,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.22682194093042
Ancient Copper Dragon,21.0,350,479.8479339518906,129.84793395189058,37.099409700540164,318.0,120.0,25.666666666666668,2,0,198.72916666666666,198.72916666666666,0.0,0.0,0.0,4.0,3.0,-41.33333333333333,4.0,0,0,0,1,-24.0,-19.5,82.66666666666666,-36.0,-0.0,0.0,0.0,-2.4375,0.7291666666666572,198.72916666666666,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,229.037738070728,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.1187672852239
Ancient Green Dragon,22.0,385,421.0126075009564,36.01260750095639,9.353924026222439,330.0,120.0,26.833333333333332,2,0,171.39583333333334,171.39583333333334,0.0,0.0,0.0,4.0,3.0,-21.66666666666667,4.0,0,0,0,1,-24.0,-19.5,43.33333333333334,-36.0,-0.0,0.0,0.0,-2.4375,-38.60416666666666,171.39583333333334,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,197.53574495312714,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.61677416762302
Ancient Bronze Dragon,22.0,444,400.5637440393511,-43.43625596064891,-9.782940531677681,330.0,120.0,41.333333333333336,2,0,161.89583333333331,161.89583333333331,0.0,0.0,0.0,5.0,4.0,-27.666666666666657,5.0,0,0,0,1,-30.0,-26.0,55.333333333333314,-45.0,-0.0,0.0,0.0,-2.4375,-48.104166666666686,161.89583333333331,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,186.5868814915219,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.66791070601778
Kraken,23.0,472,395.26462296449586,-76.73537703550414,-16.25749513464071,342.0,0.0,0.0,4,0,366.0625,343.18359375,0.0,22.87890625,22.87890625,3.0,5.0,-65.5,6.0,0,0,0,1,-18.0,-32.5,131.0,-54.0,-0.0,0.0,0.0,-2.4375,24.0625,0.0,0.0,0,3,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0.0,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.08102921449588
Ancient Silver Dragon,23.0,487,466.2153583108204,-20.78464168917958,-4.267893570673425,342.0,120.0,26.333333333333332,2,0,192.39583333333334,192.39583333333334,0.0,0.0,0.0,5.0,5.0,-44.66666666666667,6.0,0,0,0,1,-30.0,-32.5,89.33333333333334,-54.0,-0.0,0.0,0.0,-2.4375,-29.604166666666657,192.39583333333334,0.0,0,3,0,0.0,0,0,0,0,0,1,0,1,0,0,0,221.73849576299125,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.8195249774871
Ancient Blue Dragon,23.0,481,420.6538555104019,-60.34614448959809,-12.545975985363429,342.0,120.0,37.666666666666664,2,0,171.22916666666669,171.22916666666669,0.0,0.0,0.0,5.0,4.0,-26.333333333333343,5.0,0,0,0,1,-30.0,-26.0,52.666666666666686,-45.0,-0.0,0.0,0.0,-2.4375,-50.770833333333314,171.22916666666669,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,197.34365962923934,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.42468884373523
Ancient Red Dragon,24.0,546,422.80636745372874,-123.19363254627126,-22.562936363785944,354.0,120.0,37.666666666666664,2,0,172.22916666666669,172.22916666666669,0.0,0.0,0.0,5.0,4.0,-25.333333333333343,6.0,0,0,0,1,-30.0,-26.0,50.666666666666686,-54.0,-0.0,0.0,0.0,-2.4375,-61.770833333333314,172.22916666666669,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,198.4961715725662,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.57720078706208
Ancient Gold Dragon,24.0,546,520.3869088845465,-25.61309111545347,-4.691042328837632,354.0,120.0,29.0,2,0,217.5625,217.5625,0.0,0.0,0.0,5.0,4.0,-48.0,6.0,0,0,0,1,-30.0,-26.0,96.0,-54.0,-0.0,0.0,0.0,-2.4375,-16.4375,217.5625,0.0,0,3,0,0.0,0,0,0,0,0,1,0,0,0,0,0,250.74337967005062,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.8244088845465
Tarrasque,30.0,676,458.49378226412057,-217.50621773587943,-32.17547599643187,426.0,120.0,37.33333333333333,4,0,201.39583333333337,188.80859375000003,0.0,12.587239583333336,12.587239583333336,10.0,5.0,0.3333333333333144,1.0,0,0,0,1,-60.0,-32.5,-0.6666666666666288,-9.0,-0.0,0.0,0.0,-2.4375,-104.60416666666663,188.80859375000003,0.0,0,3,0,0.0,1,0,1,0,0,1,0,0,0,1,0,217.6041592996247,-0.0,-0.0,52.08102921449588,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.68518851412057
